1,1,0.92879,0.96189,0.32364,0.48491,0.000236,0.086209,0,0.002422,0,0.013234,0.32157,0.15385,0.39454,0.14402,75,90,15,26,382,78.5,16.132,0.97949,0.024457,0.013587,0.019022,0.0625,0.24185,0.078804,0.024457,0.019022,0.038043,0.024457,0.016304,0.125,0.19837,0.048913,0.027174,0.038043
1,1,0.93397,0.96018,0.32579,0.5046,0.000274,0.079861,0,-0.000206,0,0.011846,0.32549,0.68,0.42742,0.15886,75,91,16,25,384,78,15.844,0.96,0.049869,0.015748,0.018373,0.062992,0.19685,0.099738,0.041995,0.020997,0.028871,0.018373,0.036745,0.11024,0.14173,0.089239,0.036745,0.031496
1,1,0.92606,0.95187,0.32521,0.4994,0.000227,0.089448,0,0.000852,0,0.014305,0.32549,0.25,0.40623,0.15137,76,90,14,20,289,60,12.457,1.0321,0.038462,0.024476,0.031469,0.048951,0.2028,0.087413,0.013986,0.020979,0.052448,0.024476,0.017483,0.048951,0.29371,0.045455,0.027972,0.020979
1,1,0.92294,0.96023,0.32254,0.51197,0.000198,0.089171,0,0.000607,0,0.012905,0.32157,0.85185,0.41151,0.14688,76,90,14,27,322,99.5,30.746,0.85185,0.022293,0.028662,0.035032,0.092357,0.13057,0.089172,0.05414,0.038217,0.050955,0.035032,0.079618,0.066879,0.070064,0.070064,0.089172,0.047771
1,1,0.92096,0.88548,0.32211,0.52879,0.000193,0.091009,0,-0.003199,0,0.015738,0.32157,0.625,0.53661,0.17929,76,89,13,8,109,35.5,11.562,1.0481,0.10092,0.045872,0.045872,0.06422,0.055046,0.06422,0.045872,0.06422,0.091743,0.045872,0.045872,0.045872,0.06422,0.06422,0.091743,0.06422
1,1,0.92657,0.91428,0.32774,0.51047,0.000228,0.086403,0,-0.000997,0,0.014383,0.32549,0.72727,0.45282,0.17341,76,91,15,11,166,43,11.139,1.0061,0.042424,0.036364,0.078788,0.10303,0.090909,0.060606,0.048485,0.042424,0.084848,0.072727,0.036364,0.078788,0.10303,0.048485,0.042424,0.030303
1,1,0.93487,0.92064,0.40159,0.51553,0.000272,0.084656,0.000001,-0.000442,0,0.013825,0.40392,0.58333,0.39571,0.14652,95,111,16,12,194,46.5,11.146,1.0104,0.061856,0.025773,0.020619,0.041237,0.12371,0.092784,0.015464,0.036082,0.097938,0.046392,0.051546,0.061856,0.056701,0.082474,0.082474,0.10309
1,1,0.98804,0.98397,0.64542,0.49962,0.009987,0.0594,-0.000124,0.001368,0.000241,0.00744,0.59608,0.30986,0.30404,0.11249,107,222,115,71,3554,458,59.022,0.43527,0.10623,0.088225,0.057616,0.045373,0.041412,0.045733,0.047173,0.068419,0.10443,0.086784,0.056896,0.053295,0.052575,0.03565,0.03637,0.073821
1,1,0.93864,0.89322,0.45045,0.51947,0.000311,0.082248,0,-0.000339,0,0.013677,0.44314,0.44444,0.44438,0.1499,107,123,16,9,152,40.5,10.791,1.0556,0.15753,0.054795,0.034247,0.041096,0.027397,0.034247,0.034247,0.020548,0.23973,0.034247,0.034247,0.041096,0.020548,0.047945,0.061644,0.11644
1,1,0.95917,0.92727,0.49472,0.5419,0.001075,0.064518,-0.000023,-0.000675,0.000003,0.009021,0.50588,0.53333,0.49229,0.162,108,138,30,15,312,97.5,30.469,0.69333,0.080268,0.046823,0.050167,0.11706,0.076923,0.043478,0.040134,0.040134,0.11371,0.056856,0.010033,0.090301,0.073579,0.046823,0.056856,0.056856
1,1,0.935,0.96331,0.51957,0.48679,0.000265,0.068496,0,0.000705,0,0.009099,0.51765,0.55172,0.55211,0.17439,124,142,18,29,397,96.5,23.457,0.76054,0.031915,0.021277,0.042553,0.11436,0.10638,0.077128,0.058511,0.047872,0.023936,0.015957,0.018617,0.11968,0.17553,0.098404,0.031915,0.015957
1,1,0.93858,0.96739,0.51975,0.49518,0.0003,0.078842,0,0.000869,0,0.011503,0.5098,0.6129,0.52264,0.15574,124,141,17,31,491,97,19.163,0.93169,0.023965,0.019608,0.039216,0.082789,0.14379,0.095861,0.028322,0.015251,0.034858,0.052288,0.058824,0.10458,0.12854,0.08061,0.041394,0.050109
1,1,0.97341,0.97647,0.56064,0.43207,0.002,0.069159,0.00003,0.008075,0.000008,0.010191,0.51765,0.30612,0.38062,0.12811,125,167,42,49,1121,182,29.549,0.5447,0.047,0.059,0.046,0.069,0.103,0.059,0.02,0.048,0.068,0.054,0.044,0.107,0.124,0.079,0.041,0.032
1,1,0.94034,0.88425,0.62013,0.52448,0.000327,0.087944,0,-0.001692,0,0.01521,0.62353,0.375,0.42183,0.14997,150,167,17,8,145,38.5,10.222,1.0662,0.15862,0.062069,0.048276,0.034483,0.048276,0.041379,0.048276,0.082759,0.11724,0.075862,0.034483,0.041379,0.02069,0.062069,0.062069,0.062069
1,1,0.9625,0.94,0.6652,0.44695,0.000898,0.083829,-0.000009,0.008283,0.000002,0.013107,0.66275,0.16667,0.43393,0.14825,153,182,29,18,380,104.5,28.737,0.72797,0.19364,0.028902,0.028902,0.026012,0.028902,0.049133,0.046243,0.078035,0.16185,0.054913,0.031792,0.034682,0.017341,0.040462,0.089595,0.089595
1,1,0.96146,0.95034,0.67349,0.62242,0.000892,0.080502,-0.000009,-0.011173,0.000002,0.01277,0.66667,0.875,0.52806,0.16406,153,188,35,24,443,130.5,38.443,0.52738,0.074879,0.091787,0.038647,0.028986,0.043478,0.089372,0.050725,0.031401,0.096618,0.072464,0.033816,0.028986,0.057971,0.089372,0.10387,0.067633
1,1,0.97793,0.97686,0.82975,0.53297,0.003082,0.054637,-0.000118,-0.002703,0.000028,0.007344,0.86667,0.60714,0.4209,0.13894,173,234,61,56,1689,266.5,42.05,0.49444,0.065942,0.068661,0.03671,0.053705,0.11013,0.061183,0.03399,0.064582,0.082257,0.045547,0.056424,0.074779,0.076139,0.062542,0.050306,0.057104
1,1,0.93013,0.86639,0.75974,0.53754,0.000241,0.088717,0,-0.003729,0,0.016217,0.76078,0.57143,0.47926,0.1759,187,201,14,7,109,33,9.9908,1.1122,0.16822,0.056075,0.056075,0.046729,0.028037,0.037383,0.028037,0.028037,0.16822,0.074766,0.046729,0.056075,0.018692,0.037383,0.056075,0.093458
1,1,0.98025,0.97183,0.87554,0.44775,0.003036,0.069912,-0.000024,0.003583,0.000019,0.009337,0.90588,0.15385,0.34789,0.12822,189,249,60,39,1774,203,23.229,0.75812,0.11208,0.074236,0.047307,0.037118,0.048035,0.064047,0.058224,0.075691,0.098253,0.093159,0.077147,0.04294,0.025473,0.041485,0.039301,0.065502
